 10 
 1000 49559 
 659 737 -9 
 659 764 96 
 659 770 26 
 659 785 -72 
 659 797 67 
 659 803 59 
 659 814 10 
 659 820 17 
 659 823 -61 
 659 829 17 
 659 835 -48 
 659 842 -15 
 659 851 78 
 659 854 -51 
 659 866 29 
 659 879 76 
 659 881 -49 
 659 892 95 
 659 907 -17 
 659 911 -92 
 659 913 62 
 659 918 -74 
 659 960 -85 
 659 961 58 
 659 998 -63 
 660 663 59 
 660 667 78 
 660 673 -90 
 660 703 -27 
 660 717 -71 
 660 720 -34 
 660 726 -32 
 660 728 17 
 660 730 -15 
 660 732 -27 
 660 734 -73 
 660 737 100 
 660 755 -28 
 660 756 -70 
 660 764 54 
 660 770 -47 
 660 772 -13 
 660 792 96 
 660 803 -41 
 660 812 -82 
 660 813 -96 
 660 816 -8 
 660 823 75 
 660 828 -8 
 660 832 -63 
 660 838 -17 
 660 844 -43 
 660 845 77 
 660 856 72 
 660 860 54 
 660 869 93 
 660 876 -29 
 660 894 58 
 660 914 -81 
 660 919 37 
 660 921 78 
 660 923 -8 
 660 931 -28 
 660 932 -85 
 660 940 -23 
 660 942 58 
 660 948 74 
 660 966 -24 
 660 969 -3 
 660 974 90 
 660 984 -54 
 660 985 18 
 660 999 65 
 661 661 22 
 661 663 7 
 661 673 77 
 661 691 29 
 661 694 39 
 661 706 52 
 661 719 -65 
 661 729 -22 
 661 754 -68 
 661 765 19 
 661 767 -86 
 661 770 50 
 661 777 88 
 661 781 -40 
 661 809 70 
 661 811 74 
 661 817 -43 
 661 820 15 
 661 835 90 
 661 836 38 
 661 864 -46 
 661 868 -55 
 661 875 -62 
 661 890 44 
 661 905 98 
 661 907 67 
 661 933 -50 
 661 943 30 
 661 956 -73 
 661 965 96 
 661 967 96 
 662 684 14 
 662 696 -98 
 662 699 -31 
 662 714 -5 
 662 715 82 
 662 720 27 
 662 722 -4 
 662 727 43 
 662 731 67 
 662 762 -31 
 662 773 29 
 662 775 -97 
 662 784 22 
 662 795 -10 
 662 828 2 
 662 842 54 
 662 853 99 
 662 859 75 
 662 868 5 
 662 875 -25 
 662 898 -87 
 662 905 -27 
 662 906 30 
 662 929 -62 
 662 956 55 
 662 973 53 
 662 976 -74 
 662 995 87 
 662 997 78 
 663 688 -73 
 663 708 -64 
 663 709 -64 
 663 718 66 
 663 734 -48 
 663 761 36 
 663 768 -51 
 663 770 -73 
 663 773 -39 
 663 776 9 
 663 785 50 
 663 796 59 
 663 806 66 
 663 809 -20 
 663 827 59 
 663 831 88 
 663 833 -99 
 663 834 -37 
 663 860 -84 
 663 866 37 
 663 869 16 
 663 885 53 
 663 888 41 
 663 890 2 
 663 892 -63 
 663 909 -90 
 663 910 -59 
 663 911 94 
 663 913 47 
 663 915 19 
 663 918 63 
 663 931 -67 
 663 942 -33 
 663 973 69 
 663 986 -48 
 663 991 5 
 663 992 -52 
 664 695 -40 
 664 702 74 
 664 710 13 
 664 745 -73 
 664 761 44 
 664 762 43 
 664 768 60 
 664 773 -13 
 664 780 -58 
 664 789 -80 
 664 800 47 
 664 801 65 
 664 807 12 
 664 812 -39 
 664 839 75 
 664 843 -10 
 664 845 91 
 664 859 -52 
 664 865 59 
 664 875 49 
 664 886 -77 
 664 895 -81 
 664 910 6 
 664 912 67 
 664 926 -34 
 664 931 -96 
 664 932 89 
 664 942 -16 
 664 948 49 
 664 972 -7 
 664 978 -31 
 664 980 -18 
 664 982 -96 
 664 988 62 
 664 996 -2 
 665 675 -40 
 665 679 4 
 665 683 70 
 665 684 6 
 665 685 22 
 665 690 83 
 665 692 -75 
 665 695 15 
 665 697 22 
 665 752 -83 
 665 754 -97 
 665 762 -96 
 665 764 -81 
 665 767 18 
 665 775 53 
 665 784 3 
 665 830 59 
 665 831 98 
 665 838 58 
 665 851 73 
 665 856 -43 
 665 858 -32 
 665 862 -73 
 665 872 -26 
 665 878 88 
 665 886 -93 
 665 894 -65 
 665 901 20 
 665 906 70 
 665 921 81 
 665 929 53 
 665 939 84 
 665 959 35 
 665 963 27 
 665 965 -13 
 666 668 20 
 666 670 -7 
 666 676 -40 
 666 677 97 
 666 711 -31 
 666 737 -23 
 666 745 -96 
 666 751 -15 
 666 762 93 
 666 763 30 
 666 768 -79 
 666 782 22 
 666 794 79 
 666 795 52 
 666 796 49 
 666 803 65 
 666 821 53 
 666 822 36 
 666 832 74 
 666 833 89 
 666 835 -65 
 666 836 54 
 666 874 34 
 666 899 3 
 666 918 38 
 666 926 14 
 666 934 -61 
 666 939 -19 
 666 951 -92 
 666 955 51 
 666 957 63 
 666 960 -97 
 666 976 69 
 666 979 -61 
 666 985 80 
 666 988 -34 
 667 683 54 
 667 691 -53 
 667 703 36 
 667 708 5 
 667 715 61 
 667 717 90 
 667 721 60 
 667 723 -49 
 667 744 41 
 667 760 43 
 667 762 61 
 667 767 69 
 667 786 90 
 667 803 59 
 667 809 31 
 667 826 -41 
 667 829 33 
 667 830 -58 
 667 858 66 
 667 882 98 
 667 887 -5 
 667 897 -9 
 667 903 60 
 667 904 37 
 667 922 -79 
 667 925 3 
 667 954 69 
 667 955 83 
 667 960 71 
 667 963 76 
 667 964 16 
 667 976 -49 
 667 990 77 
 667 992 -13 
 667 993 -19 
 667 1000 -50 
 668 670 92 
 668 675 -49 
 668 677 42 
 668 679 22 
 668 684 -8 
 668 687 -97 
 668 699 11 
 668 722 53 
 668 737 46 
 668 742 -86 
 668 752 -30 
 668 756 26 
 668 761 -15 
 668 775 -3 
 668 781 -85 
 668 806 -81 
 668 807 -6 
 668 815 -65 
 668 826 -18 
 668 844 -25 
 668 864 31 
 668 872 80 
 668 877 -64 
 668 878 -65 
 668 879 70 
 668 884 73 
 668 901 28 
 668 919 16 
 668 922 -75 
 668 924 -76 
 668 928 -86 
 668 929 43 
 668 932 67 
 668 937 31 
 668 943 -30 
 668 956 -9 
 668 958 -15 
 668 960 41 
 668 968 -37 
 668 995 44 
 668 999 99 
 669 672 -69 
 669 684 63 
 669 697 59 
 669 700 -22 
 669 722 -74 
 669 750 -66 
 669 758 -95 
 669 759 -81 
 669 778 -99 
 669 783 -10 
 669 803 -79 
 669 813 -61 
 669 815 42 
 669 828 -64 
 669 831 -48 
 669 868 -80 
 669 888 -32 
 669 889 18 
 669 898 -68 
 669 906 9 
 669 916 -27 
 669 937 66 
 669 941 -10 
 669 949 2 
 669 964 -82 
 670 673 84 
 670 692 -66 
 670 715 88 
 670 716 -27 
 670 737 3 
 670 760 83 
 670 767 65 
 670 784 -22 
 670 797 7 
 670 799 -80 
 670 807 -63 
 670 815 96 
 670 816 -77 
 670 826 70 
 670 847 88 
 670 855 -83 
 670 883 4 
 670 901 57 
 670 937 83 
 670 956 69 
 670 1000 -43 
 671 690 80 
 671 694 -70 
 671 712 -56 
 671 735 48 
 671 745 39 
 671 747 67 
 671 765 -24 
 671 780 85 
 671 784 53 
 671 785 95 
 671 793 -12 
 671 806 79 
 671 825 20 
 671 835 43 
 671 836 67 
 671 858 99 
 671 869 -21 
 671 872 -11 
 671 875 -2 
 671 914 35 
 671 920 14 
 671 924 -30 
 671 936 17 
 671 945 -14 
 671 947 -26 
 671 968 8 
 671 975 45 
 671 979 -9 
 671 983 -67 
 671 986 -89 
 671 991 60 
 671 995 51 
 671 997 92 
 672 677 -65 
 672 684 47 
 672 688 82 
 672 719 -68 
 672 722 21 
 672 724 11 
 672 730 68 
 672 745 -26 
 672 763 -44 
 672 771 96 
 672 772 -38 
 672 801 -2 
 672 836 -19 
 672 841 42 
 672 856 17 
 672 902 60 
 672 907 70 
 672 913 -33 
 672 920 85 
 672 971 -19 
 672 975 -89 
 672 980 -49 
 672 985 -24 
 672 1000 97 
 673 680 -60 
 673 682 -88 
 673 684 7 
 673 708 -72 
 673 732 -79 
 673 745 -74 
 673 751 -90 
 673 773 40 
 673 776 -99 
 673 786 88 
 673 816 74 
 673 842 -93 
 673 844 48 
 673 851 -69 
 673 871 -29 
 673 880 -52 
 673 894 -2 
 673 916 -81 
 673 923 -97 
 673 925 -16 
 673 958 98 
 673 959 -96 
 673 981 -90 
 673 983 100 
 673 984 34 
 673 988 -14 
 674 676 -74 
 674 685 86 
 674 687 -4 
 674 695 3 
 674 697 -26 
 674 702 19 
 674 708 -6 
 674 713 3 
 674 726 17 
 674 761 -65 
 674 768 54 
 674 779 58 
 674 781 49 
 674 787 -81 
 674 789 9 
 674 793 -12 
 674 813 100 
 674 837 68 
 674 845 63 
 674 847 18 
 674 854 45 
 674 857 94 
 674 862 8 
 674 875 41 
 674 880 26 
 674 881 88 
 674 884 -36 
 674 894 59 
 674 897 77 
 674 899 67 
 674 900 89 
 674 906 70 
 674 911 7 
 674 917 14 
 674 920 31 
 674 935 -98 
 674 943 66 
 674 946 53 
 674 951 42 
 674 953 34 
 674 957 11 
 675 678 -26 
 675 697 -77 
 675 707 -70 
 675 719 -22 
 675 721 45 
 675 730 78 
 675 736 -21 
 675 761 14 
 675 819 -47 
 675 832 -69 
 675 836 47 
 675 839 14 
 675 871 97 
 675 879 47 
 675 889 -52 
 675 899 13 
 675 904 64 
 675 922 47 
 675 931 14 
 675 942 -11 
 675 945 65 
 675 952 24 
 675 953 42 
 675 958 -22 
 675 959 -53 
 675 966 12 
 675 980 -18 
 675 985 -81 
 675 986 29 
 675 995 -99 
 676 676 13 
 676 692 52 
 676 695 68 
 676 706 -64 
 676 709 -6 
 676 718 22 
 676 721 -74 
 676 753 -56 
 676 765 8 
 676 774 42 
 676 804 67 
 676 808 -33 
 676 818 -14 
 676 819 30 
 676 821 -9 
 676 825 38 
 676 839 -69 
 676 843 87 
 676 869 94 
 676 872 -19 
 676 880 38 
 676 884 -39 
 676 885 42 
 676 887 -72 
 676 905 75 
 676 921 -76 
 676 926 -87 
 676 927 70 
 676 931 14 
 676 936 33 
 676 944 41 
 676 945 86 
 676 956 -59 
 676 958 -31 
 676 959 -66 
 676 963 51 
 676 971 -73 
 676 989 44 
 676 994 -77 
 677 706 99 
 677 711 -34 
 677 722 -3 
 677 732 18 
 677 735 5 
 677 741 -27 
 677 749 -2 
 677 759 16 
 677 771 -37 
 677 776 -42 
 677 782 -87 
 677 783 -72 
 677 787 -15 
 677 790 -72 
 677 799 56 
 677 825 -29 
 677 829 -66 
 677 831 -50 
 677 859 97 
 677 865 -26 
 677 872 77 
 677 876 -72 
 677 886 42 
 677 914 47 
 677 916 -53 
 677 919 78 
 677 922 -47 
 677 924 88 
 677 925 70 
 677 933 39 
 677 941 38 
 677 952 -3 
 677 955 61 
 677 959 -74 
 677 963 -7 
 677 998 -58 
 678 681 64 
 678 682 -36 
 678 699 -5 
 678 708 -1 
 678 712 18 
 678 723 59 
 678 727 87 
 678 737 61 
 678 749 58 
 678 757 -71 
 678 766 1 
 678 787 91 
 678 817 88 
 678 837 69 
 678 845 -11 
 678 849 -35 
 678 850 71 
 678 863 -21 
 678 865 -34 
 678 868 -26 
 678 876 -1 
 678 879 84 
 678 884 47 
 678 890 28 
 678 904 29 
 678 919 73 
 678 923 99 
 678 924 91 
 678 932 -63 
 678 950 95 
 678 961 82 
 678 991 33 
 679 682 42 
 679 688 43 
 679 703 -21 
 679 709 74 
 679 710 87 
 679 720 -25 
 679 727 81 
 679 729 -91 
 679 733 12 
 679 737 55 
 679 747 83 
 679 756 13 
 679 771 -36 
 679 775 -8 
 679 803 -2 
 679 805 10 
 679 816 -37 
 679 829 -21 
 679 834 -99 
 679 843 73 
 679 855 -27 
 679 865 -2 
 679 873 -34 
 679 876 88 
 679 877 -5 
 679 905 56 
 679 931 -42 
 679 936 -63 
 679 939 5 
 679 950 -73 
 679 952 58 
 679 958 35 
 679 976 -68 
 679 980 -48 
 679 983 22 
 679 997 -46 
 680 708 -80 
 680 730 48 
 680 732 -51 
 680 740 6 
 680 759 83 
 680 770 57 
 680 776 -96 
 680 777 -36 
 680 785 -94 
 680 786 -30 
 680 792 2 
 680 798 6 
 680 808 45 
 680 815 30 
 680 818 -95 
 680 828 40 
 680 844 31 
 680 847 -60 
 680 853 -56 
 680 868 -27 
 680 882 -90 
 680 900 -11 
 680 905 30 
 680 928 -70 
 680 943 -28 
 680 968 47 
 680 969 -80 
 680 972 94 
 680 974 44 
 680 977 -84 
 680 982 5 
 680 994 -76 
 680 1000 -77 
 681 693 45 
 681 699 -39 
 681 708 -15 
 681 729 99 
 681 737 95 
 681 741 -50 
 681 744 -16 
 681 763 -14 
 681 781 86 
 681 786 23 
 681 788 -24 
 681 805 68 
 681 813 -53 
 681 814 71 
 681 823 40 
 681 826 -52 
 681 846 7 
 681 857 35 
 681 871 77 
 681 904 1 
 681 911 84 
 681 924 -84 
 681 933 94 
 681 961 71 
 681 972 -93 
 681 973 70 
 681 989 -69 
 681 997 80 
 682 682 -55 
 682 692 6 
 682 693 -70 
 682 699 -89 
 682 710 7 
 682 725 51 
 682 736 13 
 682 737 66 
 682 740 -70 
 682 780 39 
 682 787 71 
 682 791 55 
 682 809 -55 
 682 811 -22 
 682 815 32 
 682 844 -95 
 682 856 84 
 682 874 34 
 682 882 -57 
 682 887 -56 
 682 901 -91 
 682 909 65 
 682 910 87 
 682 930 -25 
 682 931 -71 
 682 956 -64 
 682 966 4 
 682 976 13 
 682 987 -29 
 682 995 -57 
 683 685 -80 
 683 687 -68 
 683 692 17 
 683 706 -48 
 683 715 32 
 683 760 -42 
 683 762 -24 
 683 768 -26 
 683 775 -41 
 683 780 60 
 683 787 95 
 683 816 18 
 683 819 -59 
 683 835 -33 
 683 841 -33 
 683 854 57 
 683 865 -23 
 683 868 -44 
 683 870 -78 
 683 871 -20 
 683 884 12 
 683 887 31 
 683 889 83 
 683 893 -14 
 683 903 -3 
 683 911 -53 
 683 914 85 
 683 922 76 
 683 965 63 
 683 973 -92 
 683 978 -99 
 683 989 -47 
 683 1000 24 
 684 690 -28 
 684 702 68 
 684 703 -86 
 684 714 79 
 684 716 73 
 684 731 28 
 684 739 -87 
 684 745 -80 
 684 750 85 
 684 752 90 
 684 762 61 
 684 765 -82 
 684 767 -47 
 684 769 71 
 684 770 -27 
 684 777 -41 
 684 792 -3 
 684 809 -97 
 684 838 -3 
 684 842 65 
 684 854 -83 
 684 877 61 
 684 881 10 
 684 906 -14 
 684 921 51 
 684 930 -56 
 684 942 52 
 684 947 -45 
 684 951 -74 
 684 960 -45 
 684 964 55 
 684 965 -84 
 684 992 -91 
 685 685 23 
 685 687 2 
 685 690 47 
 685 691 -54 
 685 692 8 
 685 709 -17 
 685 710 46 
 685 740 -63 
 685 744 -36 
 685 781 53 
 685 789 50 
 685 790 -31 
 685 794 -48 
 685 833 61 
 685 854 -54 
 685 874 -70 
 685 882 -87 
 685 885 -30 
 685 890 93 
 685 892 77 
 685 912 -11 
 685 915 -31 
 685 916 91 
 685 938 -57 
 685 949 -10 
 685 954 -97 
 685 955 -58 
 685 964 48 
 685 967 51 
 685 981 -5 
 685 983 66 
 686 698 3 
 686 699 -65 
 686 710 1 
 686 716 28 
 686 732 24 
 686 733 74 
 686 734 -26 
 686 735 -41 
 686 740 99 
 686 743 -51 
 686 755 -91 
 686 758 -29 
 686 760 22 
 686 764 90 
 686 766 58 
 686 769 -8 
 686 794 37 
 686 797 -86 
 686 818 -68 
 686 824 43 
 686 839 -90 
 686 853 19 
 686 866 -23 
 686 885 5 
 686 911 10 
 686 919 73 
 686 930 37 
 686 933 -23 
 686 935 1 
 686 953 67 
 686 956 14 
 686 962 23 
 686 967 -3 
 686 968 -49 
 686 978 -85 
 686 995 89 
 687 699 2 
 687 710 -67 
 687 714 98 
 687 729 -65 
 687 753 -26 
 687 757 -11 
 687 759 -61 
 687 762 -49 
 687 768 4 
 687 774 90 
 687 786 -53 
 687 790 -22 
 687 801 -70 
 687 810 32 
 687 811 -2 
 687 813 -14 
 687 814 -53 
 687 819 -8 
 687 826 -8 
 687 830 -56 
 687 833 -31 
 687 837 11 
 687 847 79 
 687 859 -19 
 687 860 -58 
 687 866 97 
 687 868 23 
 687 885 -35 
 687 899 -24 
 687 900 -74 
 687 926 54 
 687 940 -77 
 687 943 77 
 687 945 26 
 687 991 91 
 687 993 26 
 688 690 94 
 688 692 29 
 688 700 73 
 688 702 81 
 688 704 -70 
 688 723 -41 
 688 730 -17 
 688 737 71 
 688 738 -35 
 688 742 86 
 688 743 44 
 688 749 -31 
 688 788 -35 
 688 790 -60 
 688 791 39 
 688 836 70 
 688 837 61 
 688 840 11 
 688 847 -91 
 688 862 -84 
 688 864 -40 
 688 885 92 
 688 891 -3 
 688 894 -17 
 688 908 -19 
 688 912 -57 
 688 918 -59 
 688 920 -61 
 688 925 -71 
 688 929 -39 
 688 931 67 
 688 939 57 
 688 948 -20 
 688 952 -92 
 688 962 -95 
 688 967 35 
 688 972 -11 
 688 989 35 
 688 994 96 
 689 692 18 
 689 695 49 
 689 703 -52 
 689 712 10 
 689 714 -94 
 689 767 21 
 689 785 -55 
 689 801 99 
 689 832 -18 
 689 833 40 
 689 837 -50 
 689 858 -59 
 689 864 -14 
 689 874 -73 
 689 877 8 
 689 885 -82 
 689 892 84 
 689 902 -75 
 689 911 41 
 689 936 -85 
 689 939 -59 
 689 964 -74 
 689 967 -5 
 689 986 27 
 689 991 22 
 690 699 -69 
 690 700 -64 
 690 703 -16 
 690 704 60 
 690 721 20 
 690 729 33 
 690 734 -51 
 690 739 5 
 690 749 65 
 690 775 -95 
 690 778 25 
 690 780 -77 
 690 788 21 
 690 791 -56 
 690 813 -45 
 690 823 -37 
 690 826 -82 
 690 833 21 
 690 834 41 
 690 848 63 
 690 871 -57 
 690 885 65 
 690 899 -53 
 690 912 17 
 690 920 -79 
 690 923 94 
 690 931 -30 
 690 952 18 
 690 954 -61 
 690 975 -45 
 690 981 7 
 690 985 3 
 691 691 36 
 691 699 83 
 691 706 52 
 691 710 -53 
 691 712 -37 
 691 727 66 
 691 752 -18 
 691 754 -97 
 691 756 -17 
 691 763 -64 
 691 771 39 
 691 785 24 
 691 799 19 
 691 803 -35 
 691 805 -72 
 691 818 -84 
 691 826 -21 
 691 837 -71 
 691 847 98 
 691 854 -59 
 691 866 -57 
 691 882 53 
 691 896 55 
 691 901 33 
 691 907 -39 
 691 912 -76 
 691 939 98 
 691 940 -39 
 691 958 -73 
 691 977 -56 
 691 981 69 
 691 985 4 
 692 712 90 
 692 723 -98 
 692 724 -16 
 692 726 97 
 692 737 64 
 692 747 -91 
 692 752 52 
 692 754 30 
 692 755 98 
 692 758 25 
 692 769 -96 
 692 775 -68 
 692 780 -10 
 692 802 -77 
 692 818 69 
 692 821 39 
 692 849 78 
 692 868 83 
 692 872 4 
 692 906 35 
 692 914 60 
 692 919 -55 
 692 924 65 
 692 949 -27 
 692 970 -98 
 692 973 88 
 692 992 62 
 693 696 18 
 693 700 3 
 693 703 53 
 693 711 -27 
 693 751 -50 
 693 757 15 
 693 761 41 
 693 773 89 
 693 777 39 
 693 781 -94 
 693 815 -4 
 693 817 -82 
 693 825 16 
 693 854 33 
 693 891 -14 
 693 894 -30 
 693 895 40 
 693 904 43 
 693 908 27 
 693 911 -3 
 693 912 -94 
 693 914 91 
 693 928 -69 
 693 929 93 
 693 938 32 
 693 952 -6 
 693 959 39 
 693 960 -37 
 693 970 -53 
 693 1000 -52 
 694 707 9 
 694 724 99 
 694 731 82 
 694 741 18 
 694 747 71 
 694 750 -37 
 694 774 -15 
 694 782 -7 
 694 807 74 
 694 813 94 
 694 819 -36 
 694 845 -1 
 694 853 -22 
 694 855 -17 
 694 857 2 
 694 871 -26 
 694 876 14 
 694 885 -34 
 694 887 83 
 694 946 -57 
 694 962 -75 
 695 717 -69 
 695 727 -96 
 695 737 63 
 695 742 -99 
 695 744 6 
 695 753 96 
 695 766 -21 
 695 767 97 
 695 771 9 
 695 772 -27 
 695 779 50 
 695 786 64 
 695 804 -37 
 695 812 21 
 695 819 -40 
 695 821 -20 
 695 844 -19 
 695 866 -69 
 695 887 -5 
 695 891 90 
 695 892 70 
 695 898 -11 
 695 907 23 
 695 911 -87 
 695 927 -80 
 695 951 91 
 695 954 4 
 695 956 41 
 695 965 40 
 695 972 -89 
 695 983 7 
 695 988 75 
 695 995 73 
 696 702 -70 
 696 705 -78 
 696 713 50 
 696 717 -46 
 696 725 -69 
 696 732 34 
 696 735 -49 
 696 736 98 
 696 738 -78 
 696 753 56 
 696 767 -60 
 696 769 -94 
 696 778 8 
 696 809 20 
 696 818 74 
 696 819 -70 
 696 821 87 
 696 828 2 
 696 838 59 
 696 843 95 
 696 847 90 
 696 850 -27 
 696 862 70 
 696 880 77 
 696 901 -25 
 696 918 -93 
 696 920 86 
 696 923 62 
 696 938 -24 
 696 944 -38 
 696 949 59 
 696 958 85 
 696 977 -86 
 696 983 -53 
 696 998 -13 
 697 702 14 
 697 705 -24 
 697 706 14 
 697 714 67 
 697 716 42 
 697 719 86 
 697 728 51 
 697 730 -43 
 697 734 100 
 697 754 -3 
 697 761 -80 
 697 792 23 
 697 832 97 
 697 849 -85 
 697 852 75 
 697 856 -79 
 697 867 -68 
 697 880 95 
 697 888 18 
 697 894 -61 
 697 924 23 
 697 927 -96 
 697 933 63 
 697 935 -78 
 697 938 -96 
 697 960 48 
 697 973 29 
 697 976 14 
 697 979 -34 
 697 981 7 
 697 992 -94 
 698 701 95 
 698 708 48 
 698 715 -38 
 698 726 -25 
 698 738 100 
 698 744 -27 
 698 748 59 
 698 758 1 
 698 764 -98 
 698 777 57 
 698 798 -7 
 698 807 -51 
 698 814 -36 
 698 844 62 
 698 863 29 
 698 888 70 
 698 889 -90 
 698 890 -69 
 698 895 83 
 698 909 -67 
 698 917 -77 
 698 919 -12 
 698 941 -26 
 698 951 -4 
 698 970 32 
 698 976 -89 
 699 699 -87 
 699 722 -78 
 699 747 -51 
 699 754 -98 
 699 755 -77 
 699 761 -55 
 699 764 -97 
 699 767 -11 
 699 772 -80 
 699 784 49 
 699 787 -79 
 699 791 -25 
 699 807 -44 
 699 819 44 
 699 842 13 
 699 845 -53 
 699 854 19 
 699 856 -61 
 699 873 -20 
 699 879 -36 
 699 880 90 
 699 895 -15 
 699 904 84 
 699 908 20 
 699 917 53 
 699 919 -9 
 699 937 100 
 699 944 -61 
 699 954 -91 
 699 955 -95 
 699 977 -51 
 699 981 1 
 699 989 -84 
 700 700 96 
 700 701 76 
 700 719 77 
 700 721 80 
 700 722 49 
 700 724 -82 
 700 746 -36 
 700 754 64 
 700 756 -79 
 700 762 -31 
 700 776 86 
 700 783 97 
 700 786 -68 
 700 787 99 
 700 793 56 
 700 802 63 
 700 805 41 
 700 814 63 
 700 816 65 
 700 821 -60 
 700 894 51 
 700 907 -86 
 700 921 -29 
 700 931 72 
 700 932 1 
 700 946 -62 
 700 951 -48 
 700 954 -38 
 700 976 -94 
 701 708 99 
 701 717 -89 
 701 724 80 
 701 725 15 
 701 729 -56 
 701 732 -38 
 701 736 -47 
 701 756 -23 
 701 790 8 
 701 808 4 
 701 814 -93 
 701 816 67 
 701 842 80 
 701 848 -4 
 701 858 -60 
 701 865 -65 
 701 871 -58 
 701 881 55 
 701 892 -45 
 701 905 20 
 701 906 48 
 701 918 -35 
 701 920 45 
 701 929 -12 
 701 940 -80 
 701 949 -30 
 701 963 -61 
 701 967 -31 
 701 974 32 
 701 985 -87 
 701 996 -38 
 701 1000 69 
 702 715 26 
 702 732 92 
 702 743 4 
 702 760 99 
 702 763 8 
 702 767 -12 
 702 769 -59 
 702 770 66 
 702 777 39 
 702 812 46 
 702 818 -12 
 702 820 47 
 702 821 -93 
 702 825 -67 
 702 830 45 
 702 842 -39 
 702 857 87 
 702 863 -62 
 702 867 3 
 702 896 -67 
 702 909 93 
 702 910 59 
 702 916 10 
 702 923 2 
 702 931 -78 
 702 934 -29 
 702 935 -31 
 702 942 -28 
 702 967 -18 
 703 720 81 
 703 724 -37 
 703 731 -49 
 703 741 46 
 703 757 -18 
 703 758 2 
 703 767 -46 
 703 770 17 
 703 777 71 
 703 781 94 
 703 796 -73 
 703 800 88 
 703 804 -18 
 703 805 -79 
 703 809 -52 
 703 825 -18 
 703 829 -7 
 703 839 16 
 703 844 -63 
 703 845 -5 
 703 850 -76 
 703 859 -18 
 703 864 -13 
 703 885 -38 
 703 905 12 
 703 920 37 
 703 921 -35 
 703 924 -23 
 703 927 88 
 703 930 63 
 703 934 5 
 703 936 47 
 703 949 65 
 703 981 99 
 703 994 70 
 703 999 -39 
 704 704 6 
 704 708 53 
 704 714 -61 
 704 717 93 
 704 730 -28 
 704 744 15 
 704 754 -66 
 704 764 -64 
 704 778 31 
 704 782 1 
 704 797 -24 
 704 806 73 
 704 807 50 
 704 828 51 
 704 836 -96 
 704 847 74 
 704 870 71 
 704 897 55 
 704 899 -90 
 704 900 99 
 704 903 62 
 704 907 7 
 704 913 30 
 704 937 -41 
 704 939 -71 
 704 945 30 
 704 960 23 
 704 962 -50 
 704 968 2 
 704 977 43 
 704 991 -3 
 704 992 89 
 704 995 100 
 704 998 27 
 705 711 81 
 705 729 -99 
 705 737 93 
 705 738 81 
 705 743 82 
 705 748 -47 
 705 792 -59 
 705 809 -77 
 705 813 -19 
 705 826 -23 
 705 844 -66 
 705 852 -41 
 705 858 -53 
 705 862 -62 
 705 889 -57 
 705 893 -9 
 705 895 -1 
 705 913 42 
 705 916 -28 
 705 930 43 
 705 933 42 
 705 945 9 
 705 966 75 
 705 967 -43 
 705 995 -69 
 706 734 97 
 706 749 36 
 706 758 70 
 706 767 17 
 706 777 96 
 706 778 -11 
 706 811 -48 
 706 827 -71 
 706 831 -6 
 706 836 -10 
 706 863 -10 
 706 864 -21 
 706 865 32 
 706 871 -7 
 706 892 2 
 706 904 -31 
 706 913 -96 
 706 934 35 
 706 943 -64 
 706 956 42 
 706 957 -85 
 706 972 -23 
 706 996 -46 
 707 734 -29 
 707 743 81 
 707 746 -75 
 707 749 50 
 707 754 3 
 707 757 -52 
 707 760 -62 
 707 781 35 
 707 794 68 
 707 797 78 
 707 800 83 
 707 811 47 
 707 813 96 
 707 830 -23 
 707 837 -80 
 707 867 29 
 707 868 -91 
 707 879 93 
 707 905 -74 
 707 907 58 
 707 915 81 
 707 919 -71 
 707 934 70 
 707 936 -8 
 707 943 9 
 707 949 -25 
 707 977 67 
 707 980 -50 
 707 989 42 
 708 708 -23 
 708 712 8 
 708 752 -37 
 708 788 -15 
 708 805 12 
 708 817 72 
 708 838 97 
 708 850 -86 
 708 853 -38 
 708 858 10 
 708 872 32 
 708 895 -76 
 708 932 19 
 708 960 69 
 708 970 -1 
 708 972 51 
 708 979 -53 
 708 986 36 
 708 994 -41 
 708 996 65 
 708 998 36 
 709 715 13 
 709 718 -45 
 709 729 -97 
 709 735 -16 
 709 757 -13 
 709 775 87 
 709 778 -56 
 709 780 78 
 709 794 8 
 709 802 -37 
 709 813 -90 
 709 814 -49 
 709 820 -68 
 709 825 87 
 709 838 -71 
 709 843 44 
 709 853 -73 
 709 876 -62 
 709 893 -71 
 709 914 -79 
 709 919 -64 
 709 932 -82 
 709 936 -58 
 709 962 -85 
 709 969 -40 
 709 974 15 
 709 984 -16 
 709 986 63 
 709 993 -74 
 710 718 82 
 710 724 18 
 710 730 -75 
 710 732 -90 
 710 735 27 
 710 759 -86 
 710 772 12 
 710 775 9 
 710 796 62 
 710 811 78 
 710 816 -76 
 710 826 -86 
 710 828 -94 
 710 832 29 
 710 863 -33 
 710 867 97 
 710 882 -16 
 710 883 40 
 710 904 35 
 710 906 -50 
 710 928 29 
 710 937 -89 
 710 941 25 
 710 956 -37 
 710 957 -89 
 710 964 -5 
 710 976 25 
 710 989 58 
 710 992 68 
 710 996 39 
 710 997 1 
 711 711 -27 
 711 712 6 
 711 719 -60 
 711 723 -50 
 711 752 78 
 711 757 64 
 711 759 50 
 711 776 -92 
